X	logFC	AveExpr	t	P.Value	adj.P.Val	B	SYMBOL	significance	delabel
EPI_Hs_3P_A_0025256	-0.314160231529018	0.0446526703965776	-2.41562588552227	0.0176487682503626	0.111896679755388	-3.66564710058976	VPS53	Not_significant	NA
EPI_Hs_3P_A_0025258	0.0375158223787008	0.0439423382703781	0.887218168598903	0.377234289644527	0.662109834461976	-6.06827211054845	GPR18	Not_significant	NA
EPI_Hs_3P_A_0025265	-0.0424091390543489	-0.00772722610637068	-0.951171063291845	0.343965923599633	0.633122131673107	-6.01083168414779	HIC1	Not_significant	NA
EPI_Hs_3P_A_0025266	0.143196067806109	-0.107795261651925	2.33866498680492	0.021479863693499	0.126560738082824	-3.8355458556093	NOLC1	Not_significant	NA
EPI_Hs_3P_A_0025267	-0.0182096067085984	0.137085312180079	-0.560645051590524	0.576378402573026	0.805428295432289	-6.30002270322171	GNAO1	Not_significant	NA
EPI_Hs_3P_A_0025268	-0.0515552174265245	0.0466751323262227	-0.690232602024057	0.491754972225004	0.750800982785478	-6.22043892993564	C2CD4A	Not_significant	NA
EPI_Hs_3P_A_0025270	0.0356013400237923	0.228790613105504	0.816180526673028	0.416468085044618	0.695901624702603	-6.12746735563389	CDH17	Not_significant	NA
EPI_Hs_3P_A_0025274	-0.0669938547321403	-0.0466254209994219	-1.87481342553478	0.0639348428606789	0.251331197905335	-4.75409500648567	SCT	Not_significant	NA
EPI_Hs_3P_A_0025275	0.0979940205808992	-0.0767943142034339	1.2953561868194	0.198381389783248	0.480119973952939	-5.63487836939436	NMNAT1	Not_significant	NA
EPI_Hs_3P_A_0025277	0.0319678598680734	0.113485047622789	1.02745260342767	0.306853853774719	0.600929720762619	-5.93719893586236	TACR3	Not_significant	NA
EPI_Hs_3P_A_0025278	-0.0422322099297356	-0.104333694212857	-1.03277673795974	0.304368111849375	0.598804129736212	-5.93185240105383	AGPAT6	Not_significant	NA
EPI_Hs_3P_A_0025280	0.0515997382305605	0.127905934953289	1.13059425771424	0.261113065703019	0.554311762501835	-5.82882965846578	CCR9	Not_significant	NA
EPI_Hs_3P_A_0025284	0.0139566840938614	0.0322113371669557	0.459191088663006	0.647161016955131	0.844889702478664	-6.3508941747574	PDE3A	Not_significant	NA
EPI_Hs_3P_A_0025288	0.439034923608514	-0.307295217015898	2.6345301092052	0.00985925804441194	0.0753841481799722	-3.15618836790717	RAMP3	Not_significant	NA
EPI_Hs_3P_A_0025289	-0.0304151711102629	-0.604702960615852	-0.124927848659152	0.900848446737907	0.964414760493732	-6.44704941297663	KRT9	Not_significant	NA
EPI_Hs_3P_A_0025290	0.127099383667315	-0.0245904536998497	2.50116977262495	0.0141150483595788	0.09654341874142	-3.4711357241546	GNA14	Not_significant	NA
EPI_Hs_3P_A_0025291	1.1400459919715	-0.317988677392531	5.85313871781273	7.07306712888238e-08	9.02343608138248e-06	7.88112920365314	FPR1	Upregulated	FPR1
EPI_Hs_3P_A_0025292	0.135993255398173	-0.0567890943853047	2.66788977787313	0.0089949845855014	0.0708711496962397	-3.07520519275249	P2RY13	Not_significant	NA
EPI_Hs_3P_A_0025293	-0.0406713922678966	-0.0263589976914672	-0.504660922966431	0.614982430812721	0.826238395874588	-6.32933908401488	GNPAT	Not_significant	NA
EPI_Hs_3P_A_0025295	0.00439675983831565	-0.0132090229282576	0.051750080455488	0.958838055027083	0.986170792954447	-6.45342380012227	STX1A	Not_significant	NA
EPI_Hs_3P_A_0025296	-0.0426259331157609	-0.273326516329576	-0.392666380383499	0.695458229998141	0.87006696586049	-6.37878132907815	SDCCAG8	Not_significant	NA
EPI_Hs_3P_A_0025298	0.367568764601524	-0.490290954836975	2.37673084563458	0.0195014964232397	0.118909177161085	-3.75211897955027	GCGR	Not_significant	NA
EPI_Hs_3P_A_0025301	-0.0919302613118906	-0.0383731910972367	-1.89484109547719	0.0611984114028706	0.244698271463842	-4.71826204480657	DDX17	Not_significant	NA
EPI_Hs_3P_A_0025302	-0.0243774489538592	0.00861663740449764	-0.287254423511006	0.774552156705213	0.910048534599301	-6.41407581193916	HMBOX1	Not_significant	NA
EPI_Hs_3P_A_0025303	0.0176113427142326	0.0424888305850966	0.290460799686076	0.772105960806315	0.908686905518421	-6.4131632706536	MNX1	Not_significant	NA
EPI_Hs_3P_A_0025310	-0.330052313590223	0.0547981247455775	-3.78957699939077	0.000266748797535079	0.00560976532103958	0.121331081229975	RLN3	Not_significant	NA
EPI_Hs_3P_A_0025317	-0.0492034783072286	0.000714502884379722	-1.03326086271509	0.304142758464895	0.598804129736212	-5.93136490039485	GABPA	Not_significant	NA
EPI_Hs_3P_A_0025319	-0.0222848365707541	0.0262830762665048	-0.74642853909571	0.457278302384094	0.724958000710684	-6.18085384221102	MC5R	Not_significant	NA
EPI_Hs_3P_A_0025325	0.587914775508458	-0.130152868533414	4.50270917815146	1.93062756419784e-05	0.000722530325524996	2.57174329974531	PDE1B	Upregulated	PDE1B
EPI_Hs_3P_A_0025330	0.0678790160574274	-0.181177691587987	0.957727351546016	0.340666202446272	0.630274035041303	-6.00472149517814	MKL2	Not_significant	NA
EPI_Hs_3P_A_0025331	0.119269371633657	-0.0152616115380969	1.8110324903464	0.0733419101702592	0.272975185000234	-4.86585614485495	NUP88	Not_significant	NA
EPI_Hs_3P_A_0025332	0.00233791769545222	-0.0533999284457741	0.0399200610683648	0.968241837581652	0.989665348927724	-6.45395851665558	NPBWR1	Not_significant	NA
EPI_Hs_3P_A_0025338	0.00371436596567615	0.13541980170881	0.107129587961355	0.914915340398636	0.970650826759431	-6.44908565378223	BCL9L	Not_significant	NA
EPI_Hs_3P_A_0025339	-0.0353116096775445	0.181627061478379	-0.672238969548639	0.503086743288979	0.759086499177773	-6.23246620681745	NLGN3	Not_significant	NA
EPI_Hs_3P_A_0025346	0.22521028265658	-0.134299429408544	2.58850127326499	0.0111752141726911	0.0822067124758238	-3.26648850936128	FERMT2	Not_significant	NA
EPI_Hs_3P_A_0025347	0.475013359327868	-0.385636090966297	3.28251943981338	0.00144688732799862	0.0196298914752152	-1.43272774323943	AGPAT2	Not_significant	NA
EPI_Hs_3P_A_0025358	-0.0396629447795994	-0.056736840349578	-0.554883317530279	0.580297360859623	0.807223762725116	-6.30318118878966	IQSEC1	Not_significant	NA
EPI_Hs_3P_A_0025362	-0.038203160691895	0.0678473151039427	-0.39062385344341	0.696962455765115	0.871020386199267	-6.37956888775543	SCN2A	Not_significant	NA
EPI_Hs_3P_A_0025365	-0.601882378484493	-0.245640201419817	-4.10137330365968	8.75003943265815e-05	0.00235486201094999	1.15721682812863	TFCP2L1	Downregulated	TFCP2L1
EPI_Hs_3P_A_0025366	0.060611368932317	-0.0587781943219447	0.790738309320126	0.431094644988957	0.706559568362563	-6.14748498134999	TUBA4A	Not_significant	NA
EPI_Hs_3P_A_0025381	-0.0278539096530601	0.0381188896768991	-0.759029105533439	0.449741368514052	0.718476962933993	-6.17155785594326	CYSLTR2	Not_significant	NA
EPI_Hs_3P_A_0025382	-0.00191214381358074	0.173274373154931	-0.0430270524929998	0.96577157497326	0.988603643320507	-6.45383144357741	GANAB	Not_significant	NA
EPI_Hs_3P_A_0025384	0.193354430464439	-0.202463017810441	1.09454998568185	0.276520990444423	0.570413920852002	-5.86784824271891	VENTX	Not_significant	NA
EPI_Hs_3P_A_0025385	1.0289360917597	-0.923189188315239	3.5164080687452	0.000676389878647741	0.0112427761150048	-0.736920704854008	GPD1	Upregulated	GPD1
EPI_Hs_3P_A_0025390	0.435769292437001	-0.0960044680128916	4.59047315438524	1.37254602675447e-05	0.000571038206071158	2.89237664081428	ADCY4	Not_significant	NA
EPI_Hs_3P_A_0025392	-0.395616058745124	-0.275484383573592	-2.47581605814424	0.0150897225951139	0.100762517190218	-3.52940289640909	TPSAB1	Not_significant	NA
EPI_Hs_3P_A_0025394	-0.00270847025339514	0.0454682311032489	-0.0709428884108161	0.943594487316339	0.981068049287297	-6.45226272510679	TMEM136	Not_significant	NA
EPI_Hs_3P_A_0025403	0.133963244367226	-0.136127521278414	1.77839924970637	0.0785835418892631	0.284620360965458	-4.92164624051278	SLCO5A1	Not_significant	NA
EPI_Hs_3P_A_0025407	-0.0713593603295994	-0.0761891435001156	-2.30940167306094	0.0231194156033431	0.1330965907995	-3.89886817971851	PMCHL2	Not_significant	NA
EPI_Hs_3P_A_0025408	0.0141527155379658	0.0197744041346398	0.354724954845253	0.723593210960564	0.886035272216566	-6.39274236264509	CSN1S2AP	Not_significant	NA
EPI_Hs_3P_A_0025409	-0.0410430232486007	0.0852699582215286	-0.70799100988088	0.480709220971033	0.743622738758097	-6.20826067507761	PIPSL	Not_significant	NA
EPI_Hs_3P_A_0025412	-0.0892491923563853	0.0114793082632674	-1.65017623810381	0.102257007170849	0.33074892177925	-5.13165272688107	P2RY11	Not_significant	NA
EPI_Hs_3P_A_0025413	0.113841937249186	-0.00394077472725169	1.09683500928342	0.275525887801646	0.569423456119915	-5.86541120208439	RUNX1T1	Not_significant	NA
EPI_Hs_3P_A_0025426	-0.114360085605122	0.127425359406463	-1.80690871146601	0.0739878090751573	0.274486508127687	-4.87295835008238	HSD3BP4	Not_significant	NA
EPI_Hs_3P_A_0025427	0.0790989832868243	-0.0973237433313099	0.691170587740358	0.491168101558411	0.750301841299633	-6.21980334047096	PRSS2	Not_significant	NA
EPI_Hs_3P_A_0025432	0.205777601328108	-0.0408568474190658	2.1360745432199	0.035281155345687	0.175383592111634	-4.25927322794893	MTMR9LP	Not_significant	NA
EPI_Hs_3P_A_0025433	0.0158863250550781	0.0669916537236096	0.257707908614753	0.797197778900163	0.919596597954985	-6.42200885095061	PMS2P5	Not_significant	NA
EPI_Hs_3P_A_0025436	-0.0298923688970431	-0.111375730075905	-0.732630489508936	0.465613564313928	0.730449270573607	-6.19085690630173	PIN1P1	Not_significant	NA
EPI_Hs_3P_A_0025437	-0.0214401671055383	0.128085584841889	-0.510830131385263	0.610672127083553	0.823932706386027	-6.32625871317442	LEPROT	Not_significant	NA
EPI_Hs_3P_A_0025438	1.19613878737503	-0.775638950418257	3.51295807648679	0.00068418862010955	0.0113332850982422	-0.747451413263219	IGLL3P	Upregulated	IGLL3P
EPI_Hs_3P_A_0025441	-0.0529425538143211	-0.148194768513123	-1.00777612890304	0.316158721270923	0.609329115953494	-5.95672380696346	ILKAP	Not_significant	NA
EPI_Hs_3P_A_0025442	-0.195052882422014	0.320651395027344	-1.93053025695684	0.0565663482747927	0.23433325224493	-4.65353654292744	GUSBP4	Not_significant	NA
EPI_Hs_3P_A_0025443	0.000297409077360464	0.0510582287714764	0.00837463980801061	0.993335896354163	0.997135990206233	-6.45470971091407	CSN1S2BP	Not_significant	NA
EPI_Hs_3P_A_0025444	0.110455068447131	-0.0690820886949936	0.849119215525688	0.397980304277487	0.680975413565872	-6.10062401250332	PPIEL	Not_significant	NA
EPI_Hs_3P_A_0025445	-0.0140818663916115	-0.236484329382125	-0.0616041758163832	0.951009335222279	0.98372958167658	-6.45287304363817	PPAN	Not_significant	NA
EPI_Hs_3P_A_0025446	0.227477828353207	-0.297860205628396	1.4305244725952	0.155894724984723	0.41974506983583	-5.45682822701843	LOC440895	Not_significant	NA
EPI_Hs_3P_A_0025448	-0.0736105272669318	0.0887768307302579	-1.63578989896938	0.105240258706089	0.336425423577946	-5.15429337965492	SUGT1P1	Not_significant	NA
EPI_Hs_3P_A_0025449	-0.0101055864952387	0.138379696465834	-0.105311253098063	0.916354067770444	0.971042878981564	-6.44927610277698	LIMS3	Not_significant	NA
EPI_Hs_3P_A_0025451	-0.167874871656901	-0.204426122887675	-1.32587203063919	0.188107016756167	0.46691044442883	-5.59616482802839	LOC100499467	Not_significant	NA
EPI_Hs_3P_A_0025454	-0.0185083649234828	-0.0930356622149381	-0.328411727544834	0.743333559088435	0.895654102113914	-6.4015944864523	DLG2	Not_significant	NA
EPI_Hs_3P_A_0025455	-0.0448339027651605	0.0815999213238524	-1.48042211517029	0.142117094439107	0.398594173168155	-5.38683125089427	NOX1	Not_significant	NA
EPI_Hs_3P_A_0025457	-0.0659918306991604	-0.0690620841918141	-1.19871697844697	0.233662509201537	0.524089460900698	-5.75173275955445	DUS1L	Not_significant	NA
EPI_Hs_3P_A_0025458	-0.107887705396354	0.218793304156087	-3.18130010071075	0.00198913531574967	0.0247584571787364	-1.7221738261942	DMP1	Not_significant	NA
EPI_Hs_3P_A_0025460	-0.0277699938228125	0.191062530373222	-0.644641969253991	0.520735185570512	0.771556711764726	-6.25030121307137	OR56A5	Not_significant	NA
EPI_Hs_3P_A_0025461	0.0387487358329799	0.0679961493506185	0.7095631449237	0.479738010789869	0.743116013091089	-6.20716780138198	RAPGEF1	Not_significant	NA
EPI_Hs_3P_A_0025469	-0.00252060304412649	0.0467151988661695	-0.0261397891057651	0.97920146084525	0.992308475922833	-6.45440737609723	HIST1H2BO	Not_significant	NA
EPI_Hs_3P_A_0025471	-0.0627337655371299	0.04811773428564	-0.696117114113367	0.488079535225514	0.748008531751001	-6.21643739095818	PKN1	Not_significant	NA
EPI_Hs_3P_A_0025473	0.0258556203756923	-0.108688633466123	0.476717561360302	0.634673730014228	0.837778031198682	-6.34282537244566	RBM42	Not_significant	NA
EPI_Hs_3P_A_0025475	0.484009675650449	-0.0459290199335184	5.25923948722117	9.10501065319045e-07	7.12690850823121e-05	5.45432497526724	RAB20	Not_significant	NA
EPI_Hs_3P_A_0025478	0.721028816386357	-0.249434937036247	6.50470478076654	3.78144959092313e-09	8.47742257320447e-07	10.6725446316395	ROBO4	Upregulated	ROBO4
EPI_Hs_3P_A_0025482	-0.115545342182851	0.132294599693837	-1.89835319901033	0.0607288466293519	0.243699326167886	-4.71194200602064	AIMP1	Not_significant	NA
EPI_Hs_3P_A_0025486	-0.179138325194222	0.0938449099849116	-2.98863139174862	0.00357854504269686	0.0374749131886228	-2.25290541179554	TAC3	Not_significant	NA
EPI_Hs_3P_A_0025487	-0.253977833995349	-0.225995770687478	-2.91992204922979	0.00438576908607195	0.0429663954036858	-2.435603831777	LMNA	Not_significant	NA
EPI_Hs_3P_A_0025488	-0.119518920232538	-0.0567648847373684	-2.78601405100193	0.00645920438365946	0.0563679094569466	-2.7814852210625	RAB7A	Not_significant	NA
EPI_Hs_3P_A_0025489	-0.0113018423592687	0.137624080796219	-0.311861800995792	0.755838801215804	0.901875276006943	-6.40681358084074	IGDCC3	Not_significant	NA
EPI_Hs_3P_A_0025494	-0.0404723956990499	-0.0511570207266736	-1.46914318255191	0.145145228856913	0.402922938346026	-5.40285377101668	GLYATL3	Not_significant	NA
EPI_Hs_3P_A_0025495	0.113328329407501	0.0878908658206729	1.3568398653744	0.178093652069955	0.452106477566768	-5.55599155072921	SNTA1	Not_significant	NA
EPI_Hs_3P_A_0025497	0.549425942003763	-0.138632666963175	5.08411731989625	1.88684374903889e-06	0.00012238513766589	4.7644017657237	MRVI1	Upregulated	MRVI1
EPI_Hs_3P_A_0025498	-0.0610973388736081	-0.126181331624176	-1.16926424328509	0.245264650231589	0.537733197730501	-5.78560258719967	CBFA2T2	Not_significant	NA
EPI_Hs_3P_A_0025499	-0.0633985323203197	-0.186997387492832	-1.38550729146105	0.169188356241653	0.439254366311672	-5.51800877194329	ARHGEF9	Not_significant	NA
EPI_Hs_3P_A_0025500	-0.0689252421556858	-0.271515421690484	-1.2642184856109	0.209289068960453	0.494437598861614	-5.67348480975506	SAMD8	Not_significant	NA
EPI_Hs_3P_A_0025502	-0.136148898180789	-0.029762851041103	-1.79030587596464	0.0766362553709435	0.279912649916238	-4.90140010733034	RAB40B	Not_significant	NA
EPI_Hs_3P_A_0025511	-0.010920819721962	0.0476145824902879	-0.390402394472841	0.697125622855167	0.871020386199267	-6.37965403204491	GABRB1	Not_significant	NA
EPI_Hs_3P_A_0025513	-0.0834148098439755	-0.07945069267054	-0.91779155029387	0.361085648806188	0.648517324844967	-6.04130155780407	DEGS2	Not_significant	NA
EPI_Hs_3P_A_0025515	0.151402766587152	-0.278027193011967	1.59388766382238	0.114330788870745	0.353699389846514	-5.21917086130381	NUP210	Not_significant	NA
EPI_Hs_3P_A_0025516	0.732665183678133	-0.546797384225228	3.1600009344841	0.00212511753119783	0.025922392452662	-1.78215962459996	DES	Upregulated	DES
EPI_Hs_3P_A_0025519	0.0404486036499669	0.137367935078737	0.613985449640994	0.540713568932475	0.784717132838219	-6.26924479469068	GPR37L1	Not_significant	NA
EPI_Hs_3P_A_0025520	0.0144754537712624	0.0774441374580876	0.181448376447958	0.856407788952116	0.945009834055849	-6.4385131766863	MYBPH	Not_significant	NA
EPI_Hs_3P_A_0025521	0.171032302578914	0.000785948650653278	1.54958197533366	0.124614779678072	0.371287726135015	-5.28603630596084	NAGK	Not_significant	NA
EPI_Hs_3P_A_0025522	0.082340391725394	0.0685188603339114	1.78284063370332	0.0778524376677399	0.282833643515699	-4.91410880572159	SNX17	Not_significant	NA
EPI_Hs_3P_A_0025525	-0.0902129096269813	-0.369510784537577	-0.9974436228897	0.321119491001529	0.613212881799231	-5.96682884822993	ZDHHC18	Not_significant	NA
EPI_Hs_3P_A_0025529	-0.106315733796848	0.0620070218970979	-1.31562558856746	0.191511455919101	0.471207199881364	-5.60926064246098	FAM171A2	Not_significant	NA
EPI_Hs_3P_A_0025530	-0.201396134018791	0.0449142168215401	-3.55514394776497	0.000594401002864715	0.0103197846294354	-0.618145821388193	EXOSC7	Not_significant	NA
EPI_Hs_3P_A_0025531	-0.18332707142279	-0.055344976847728	-1.70860819167961	0.0908359414184913	0.310004836431331	-5.03777856942438	SH2D4A	Not_significant	NA
EPI_Hs_3P_A_0025532	0.0249985092897592	0.141185165168574	0.801396537134976	0.424930784707297	0.702582855308392	-6.13917528941235	PCDH11X	Not_significant	NA
EPI_Hs_3P_A_0025536	0.0441403336578031	-0.181229679822638	0.838067904393306	0.404126429649202	0.68612003311508	-6.10974684209563	SAT2	Not_significant	NA
EPI_Hs_3P_A_0025537	0.0572778536547872	-0.145904387216672	0.420915874791323	0.674780904216036	0.859576326505045	-6.36746914980998	RIBC1	Not_significant	NA
EPI_Hs_3P_A_0025540	0.0977848638420128	-0.0711730309436351	1.12892701588528	0.26181218886283	0.555091842166156	-5.83066160545943	PPIL3	Not_significant	NA
EPI_Hs_3P_A_0025544	0.149857596707008	-0.285321944879177	1.60214346228848	0.1124916835871	0.349979178888402	-5.20651418721431	LEPRE1	Not_significant	NA
EPI_Hs_3P_A_0025545	-0.0337588303823245	0.252430040664412	-0.594604879429208	0.553541478895809	0.792120694141986	-6.28074841133697	MRPL20	Not_significant	NA
EPI_Hs_3P_A_0025546	-0.0943330368958683	-0.111435049548907	-1.74540162511575	0.084194865656724	0.296344621400706	-4.97709628303504	DIAPH1	Not_significant	NA
EPI_Hs_3P_A_0025547	0.0148840600369126	0.129411901161233	0.484965679981188	0.628833165871103	0.834936842799703	-6.33892406317672	ATP1B4	Not_significant	NA
EPI_Hs_3P_A_0025548	-0.0882349086879658	-0.0559443745486183	-1.66426570928806	0.0994019601352267	0.325767511095921	-5.1092982938012	GOLGA5	Not_significant	NA
EPI_Hs_3P_A_0025549	-0.0296075423220689	-0.352760938603075	-0.430128262536074	0.668090512164835	0.856634192819331	-6.36361094434663	UGGT2	Not_significant	NA
EPI_Hs_3P_A_0025550	0.122381487602169	-0.178650712410394	1.67608680899823	0.097056728660766	0.322172824495206	-5.09040490826933	ZNF281	Not_significant	NA
EPI_Hs_3P_A_0025552	-0.099323266100869	0.125653614739103	-1.78699118304856	0.0771743042491526	0.281147220857438	-4.90704909454727	ACTG1	Not_significant	NA
EPI_Hs_3P_A_0025553	-0.0183056163383525	0.0715018582373685	-0.29524801623686	0.768458002803732	0.907527750223074	-6.41178200242224	WFIKKN1	Not_significant	NA
EPI_Hs_3P_A_0025554	-0.0597988260024562	0.104327797422534	-1.31755622133301	0.190866494828475	0.470216840247104	-5.60680060912516	NPW	Not_significant	NA
EPI_Hs_3P_A_0025556	0.0360394106787929	-0.0151930506072378	1.05000792494938	0.296416526954174	0.590811741380996	-5.9143637090904	HNRNPUL1	Not_significant	NA
EPI_Hs_3P_A_0025557	0.0393707660274046	-0.00772512643386518	1.1805969003694	0.240752741610393	0.532441486114893	-5.77266706523543	CEP76	Not_significant	NA
EPI_Hs_3P_A_0025558	-0.0364903683783289	0.00294027655330096	-0.428894287547823	0.668985134701363	0.856768482828019	-6.36413256635636	ENSA	Not_significant	NA
EPI_Hs_3P_A_0025562	-0.00224908855556412	0.0916800211426755	-0.0457670100333893	0.963593404591245	0.987728201863022	-6.45371148293378	SPAG1	Not_significant	NA
EPI_Hs_3P_A_0025564	-0.000400199106992863	-0.12337854683264	-0.00343508955664676	0.997266507180741	0.998996002228732	-6.4547384748	ATP8B3	Not_significant	NA
EPI_Hs_3P_A_0025565	0.128945875166446	-0.0180008394016071	1.79149504841679	0.076443985021602	0.279785712178445	-4.89937110974593	MXI1	Not_significant	NA
EPI_Hs_3P_A_0025569	-0.0530639880421417	-0.0133753180363048	-1.64258057402151	0.103823464301113	0.33360832765632	-5.1436297681407	SLC15A2	Not_significant	NA
EPI_Hs_3P_A_0025572	0.0246129896792275	-0.344873623624639	0.13843816457247	0.890191380012517	0.960174194500608	-6.44529527779337	EDN3	Not_significant	NA
EPI_Hs_3P_A_0025573	0.208352830844149	-0.279257944372066	1.67215374735694	0.097831982275227	0.323181445310052	-5.09670499127924	PRRT4	Not_significant	NA
EPI_Hs_3P_A_0025574	-0.187441957127276	-0.101435220930281	-3.36749726502708	0.00110199296085345	0.0161562663232172	-1.1842208816254	POLA1	Not_significant	NA
EPI_Hs_3P_A_0025575	0.116593748576675	-0.0949394575779859	0.756526021042827	0.451232849628181	0.720051651515314	-6.1734167227848	INPP5J	Not_significant	NA
EPI_Hs_3P_A_0025577	0.134367702693195	0.0789082592462712	2.0744215004731	0.0407839795302962	0.192560617887277	-4.38134753021518	ATP6AP1	Not_significant	NA
EPI_Hs_3P_A_0025578	-0.109542896153712	-0.180784169262053	-2.59535374233377	0.0109697559569803	0.0812643242951786	-3.25017386115395	MEF2D	Not_significant	NA
EPI_Hs_3P_A_0025579	-0.0756190585102261	0.0868857051771882	-1.31684376810315	0.191104312700707	0.470546991317129	-5.6077088291397	RPL6	Not_significant	NA
EPI_Hs_3P_A_0025580	-0.0621362574916998	0.0421107311952249	-1.19389174223822	0.235535725158493	0.526479073259952	-5.75733759846328	ZBTB6	Not_significant	NA
EPI_Hs_3P_A_0025581	0.0286603509007328	0.0939264936395537	0.76094897481033	0.448599327263103	0.717945925658225	-6.17012799378564	IL25	Not_significant	NA
EPI_Hs_3P_A_0025583	-0.0293152408275371	0.128173138926234	-0.645864592830655	0.519946505315327	0.771153237474225	-6.24952675118048	MEA1	Not_significant	NA
EPI_Hs_3P_A_0025585	-0.0788273702091656	0.114311230813504	-2.19752775555668	0.030448775474288	0.159178780728273	-4.13438029937807	DUSP16	Not_significant	NA
EPI_Hs_3P_A_0025586	-0.034021419141674	0.0302728595933634	-0.399600975126675	0.690360334859536	0.867220165656736	-6.37607694454657	SEMA6C	Not_significant	NA
EPI_Hs_3P_A_0025587	-0.111566845317201	-0.0636127880277489	-4.17342907029436	6.71183488319724e-05	0.00193486865527974	1.40468266590133	SLC22A10	Not_significant	NA
EPI_Hs_3P_A_0025589	-0.0114805772422117	-0.235033627433403	-0.133114717528326	0.894388270692629	0.961422632026604	-6.44600793415124	CCNG1	Not_significant	NA
EPI_Hs_3P_A_0025592	0.347753295592687	-0.0291557386342352	3.86828015173276	0.000202370594610652	0.00457682605304072	0.377310884063994	IL2RG	Not_significant	NA
EPI_Hs_3P_A_0025593	0.024779015280844	-0.000815960785466515	0.516503079596497	0.606720611310793	0.821693801713814	-6.32339328871137	PKP2	Not_significant	NA
EPI_Hs_3P_A_0025594	-0.075578417358709	-0.133302815381836	-1.27532368797695	0.205349297019883	0.489180061013176	-5.65981987517991	MXD4	Not_significant	NA
EPI_Hs_3P_A_0025595	-0.0864087267245508	-0.0548777112453463	-0.754897336366049	0.452204838558078	0.720794270391958	-6.1746229772683	PHLDA1	Not_significant	NA
EPI_Hs_3P_A_0025596	-0.0364407478988179	0.198996702781304	-1.05904694333907	0.292302306950331	0.586713540489403	-5.9050766571201	TFCP2	Not_significant	NA
EPI_Hs_3P_A_0025599	0.110325360404938	-0.0588982358770378	0.989728804950018	0.324856986432505	0.615918603638473	-5.97430738131454	FN1	Not_significant	NA
EPI_Hs_3P_A_0025600	-0.0967434806565658	0.134924764040814	-1.66066206125906	0.100125970129925	0.327006816158718	-5.11503289176301	FBXL16	Not_significant	NA
EPI_Hs_3P_A_0025602	0.110204350524698	-0.0900923741738929	0.776847266583321	0.439206680027217	0.711979457336803	-6.15815039256844	JPH2	Not_significant	NA
EPI_Hs_3P_A_0025606	0.68990101049395	-0.168783697765233	7.32606216146265	8.19429721187579e-11	4.61498821754692e-08	14.3326674181298	TIE1	Upregulated	TIE1
EPI_Hs_3P_A_0025608	0.00764419082775077	-0.0319169532448838	0.106337688217692	0.915541883436412	0.970829244600945	-6.44916899652753	FUK	Not_significant	NA
EPI_Hs_3P_A_0025612	-0.199295116507221	-0.12637076118927	-2.15058070273029	0.0340841411794841	0.171654722786362	-4.23008031914595	COL6A2	Not_significant	NA
EPI_Hs_3P_A_0025617	0.486886808594642	-0.0877373173603884	4.96977547206667	3.0160902762316e-06	0.000175870051940565	4.32092477877909	FGR	Not_significant	NA
EPI_Hs_3P_A_0025619	-0.393787919517506	-0.279232964229333	-2.0584859637728	0.0423211770747323	0.19678101098343	-4.41237154487527	CACNB1	Not_significant	NA
EPI_Hs_3P_A_0025621	-0.00477749661890192	3.53665123135885e-05	-0.074051107800744	0.94112765978825	0.980534169208613	-6.45204051842753	NXT2	Not_significant	NA
EPI_Hs_3P_A_0025622	0.0893224228824237	-0.103981436196323	0.801059389170004	0.425124959232794	0.702636119737809	-6.13943982734309	PAF1	Not_significant	NA
EPI_Hs_3P_A_0025624	0.188549162459784	-0.0505843570592554	3.23726583364183	0.00166951762610141	0.0217801307933942	-1.5630238520745	NHLRC3	Not_significant	NA
EPI_Hs_3P_A_0025625	-0.0369483144316616	0.171240061369234	-1.06980707269433	0.287455734530773	0.581993894436658	-5.89392001304682	MDH1B	Not_significant	NA
EPI_Hs_3P_A_0025626	-0.104004229322592	-0.164198242492196	-1.55406554557131	0.123541834298194	0.369772999685845	-5.27935102593374	TLK2	Not_significant	NA
EPI_Hs_3P_A_0025631	0.0829388483607821	-0.0608843840442248	1.51463275644232	0.133233331453727	0.384898142949833	-5.33751889506669	PPRC1	Not_significant	NA
EPI_Hs_3P_A_0025633	0.0604119414238621	0.0679800579918488	1.3937822368544	0.166681992731655	0.435095398390985	-5.50690327798206	TIAM2	Not_significant	NA
EPI_Hs_3P_A_0025642	0.0729113036943068	-0.331834386891028	0.411048654436546	0.681975932186683	0.862829776457328	-6.37150931145828	HMX3	Not_significant	NA
EPI_Hs_3P_A_0025643	-0.0554434791231146	-0.182404966042606	-0.669678585240031	0.504710504340942	0.759928942079858	-6.23415205348156	AAMP	Not_significant	NA
EPI_Hs_3P_A_0025648	0.0061265018572102	0.0446568444986704	0.206434323315741	0.836899804117656	0.93681997945827	-6.43373637448809	TAS2R40	Not_significant	NA
EPI_Hs_3P_A_0025649	-0.1105228029	0.132071757086022	-1.79070387891014	0.0765718600447938	0.279877157037203	-4.90072116396438	GTF3C2	Not_significant	NA
EPI_Hs_3P_A_0025650	-0.508389957275372	-0.260628248947335	-4.22272167954016	5.58942952195736e-05	0.00167400151869672	1.57565196533627	WNT4	Downregulated	WNT4
EPI_Hs_3P_A_0025651	0.0625104844191781	0.0145934066827957	0.660411067495303	0.510611229553416	0.764668980376571	-6.24020084592747	HUWE1	Not_significant	NA
